x-axis,value,Year,Transformation,Category
Industrials,8179190.518348624,2009,Average,Sector
Information Technology,6558178.556485356,2009,Average,Sector
Materials,8720118.142857144,2009,Average,Sector
Real Estate,3963929.8701298703,2009,Average,Sector
Utilities,10572804.513513513,2009,Average,Sector
Communication Services,6037485.314333613,2010,Average,Sector
Consumer Discretionary,6649180.038009049,2010,Average,Sector
Consumer Staples,12096041.534482758,2010,Average,Sector
Energy,16851991.111111112,2010,Average,Sector
Financials,5755380.866666666,2010,Average,Sector
Health Care,8338823.743781094,2010,Average,Sector
Industrials,8199828.366610738,2010,Average,Sector
Information Technology,6602753.090909091,2010,Average,Sector
Materials,9852982.041666666,2010,Average,Sector
Real Estate,3507243.276190476,2010,Average,Sector
Utilities,36287120.6875,2010,Average,Sector
Communication Services,6772865.505076142,2011,Average,Sector
Consumer Discretionary,6984678.372727273,2011,Average,Sector
Consumer Staples,11703553.689655172,2011,Average,Sector
Energy,17791446.148809522,2011,Average,Sector
Financials,7379923.0879801735,2011,Average,Sector
Health Care,8259460.234943351,2011,Average,Sector
Industrials,9414925.156825397,2011,Average,Sector
Information Technology,6272072.303322615,2011,Average,Sector
Materials,8877266.61904762,2011,Average,Sector
Real Estate,5335911.0946745565,2011,Average,Sector
Utilities,21632598.23529412,2011,Average,Sector
Communication Services,6560678.746369797,2012,Average,Sector
Consumer Discretionary,4664484.53568161,2012,Average,Sector
Consumer Staples,3654464.2384615387,2012,Average,Sector
Energy,15214007.86392405,2012,Average,Sector
Financials,4017770.8977375566,2012,Average,Sector
Health Care,6924350.73917869,2012,Average,Sector
Industrials,5840765.228860294,2012,Average,Sector
Information Technology,5902913.709738617,2012,Average,Sector
Materials,10204827.467741935,2012,Average,Sector
Real Estate,3490746.845833333,2012,Average,Sector
Utilities,7808175.448275862,2012,Average,Sector
Communication Services,5641027.881390593,2013,Average,Sector
Consumer Discretionary,4061274.658049738,2013,Average,Sector
Consumer Staples,4154788.5223463685,2013,Average,Sector
Energy,17648933.78779841,2013,Average,Sector
Financials,4457250.917929293,2013,Average,Sector
Health Care,9430054.479372198,2013,Average,Sector
Industrials,5912791.834539474,2013,Average,Sector
Information Technology,5762520.586917416,2013,Average,Sector
Materials,5008420.052631579,2013,Average,Sector
Real Estate,5483779.049046322,2013,Average,Sector
Utilities,17466271.17105263,2013,Average,Sector
Communication Services,12973681.34819897,2014,Average,Sector
Consumer Discretionary,7723117.723910172,2014,Average,Sector
Consumer Staples,12472423.214411248,2014,Average,Sector
Energy,19298041.15858209,2014,Average,Sector
Financials,13245911.112543382,2014,Average,Sector
Health Care,11739933.964826021,2014,Average,Sector
Industrials,9094549.781890811,2014,Average,Sector
Information Technology,11277308.684730455,2014,Average,Sector
Materials,25615962.3081761,2014,Average,Sector
Real Estate,10695457.872897197,2014,Average,Sector
Utilities,25868667.18115942,2014,Average,Sector
Communication Services,9733325.236216215,2015,Average,Sector
Consumer Discretionary,13704381.78517179,2015,Average,Sector
Consumer Staples,11316715.751578948,2015,Average,Sector
Energy,19760692.175925925,2015,Average,Sector
Financials,15474994.227882037,2015,Average,Sector
Health Care,12326521.080674566,2015,Average,Sector
Industrials,17907023.170673076,2015,Average,Sector
Information Technology,10921955.88635514,2015,Average,Sector
Materials,7914115.288461538,2015,Average,Sector
Real Estate,11005453.55381166,2015,Average,Sector
Utilities,19132170.48979592,2015,Average,Sector
undisclosed,0.0,1960,Sum,Funding Type
undisclosed,549000.0,1971,Sum,Funding Type
seed,0.0,1973,Sum,Funding Type
seed,250000.0,1977,Sum,Funding Type
seed,1000000.0,1979,Sum,Funding Type
undisclosed,9000000.0,1980,Sum,Funding Type
venture A,320000.0,1982,Sum,Funding Type
seed,100000.0,1984,Sum,Funding Type
undisclosed,2000000.0,1984,Sum,Funding Type
venture A,0.0,1984,Sum,Funding Type
undisclosed,0.0,1985,Sum,Funding Type
venture A,1078000.0,1985,Sum,Funding Type
undisclosed,0.0,1986,Sum,Funding Type
undisclosed,0.0,1987,Sum,Funding Type
venture A,2976000.0,1987,Sum,Funding Type
venture D,0.0,1987,Sum,Funding Type
undisclosed,0.0,1988,Sum,Funding Type
venture,0.0,1988,Sum,Funding Type
seed,15000.0,1989,Sum,Funding Type
undisclosed,1000000.0,1989,Sum,Funding Type
seed,60000.0,1990,Sum,Funding Type
undisclosed,0.0,1990,Sum,Funding Type
venture,1000000.0,1990,Sum,Funding Type
venture A,17550000.0,1990,Sum,Funding Type
undisclosed,0.0,1991,Sum,Funding Type
seed,10000.0,1992,Sum,Funding Type
undisclosed,0.0,1992,Sum,Funding Type
venture,2000000.0,1992,Sum,Funding Type
venture A,711000.0,1992,Sum,Funding Type
private_equity,0.0,1993,Sum,Funding Type
seed,125000.0,1993,Sum,Funding Type
undisclosed,0.0,1993,Sum,Funding Type
post_ipo_equity,120578950.0,1994,Sum,Funding Type
seed,100000.0,1994,Sum,Funding Type
undisclosed,50000000.0,1994,Sum,Funding Type
venture,13400000.0,1994,Sum,Funding Type
venture A,2000000.0,1994,Sum,Funding Type
venture C,1000000.0,1994,Sum,Funding Type
post_ipo_equity,150000000.0,1995,Sum,Funding Type
seed,500000.0,1995,Sum,Funding Type
undisclosed,30000000.0,1995,Sum,Funding Type
venture,0.0,1995,Sum,Funding Type
venture A,9000000.0,1995,Sum,Funding Type
venture B,8300000.0,1995,Sum,Funding Type
angel,0.0,1996,Sum,Funding Type
post_ipo_equity,31568890.0,1996,Sum,Funding Type
seed,512500.0,1996,Sum,Funding Type
undisclosed,41000000.0,1996,Sum,Funding Type
venture,20000000.0,1996,Sum,Funding Type
venture A,9430000.0,1996,Sum,Funding Type
venture B,50000000.0,1996,Sum,Funding Type
seed,0.0,1997,Sum,Funding Type
undisclosed,250000.0,1997,Sum,Funding Type
venture,6700000.0,1997,Sum,Funding Type
venture A,67000000.0,1997,Sum,Funding Type
venture B,15020000.0,1997,Sum,Funding Type
venture C,64000000.0,1997,Sum,Funding Type
venture D,2000000.0,1997,Sum,Funding Type
angel,1100000.0,1998,Sum,Funding Type
debt_financing,5000000.0,1998,Sum,Funding Type
seed,2488990.0,1998,Sum,Funding Type
undisclosed,50000000.0,1998,Sum,Funding Type
venture,0.0,1998,Sum,Funding Type
venture A,49000000.0,1998,Sum,Funding Type
venture B,78650000.0,1998,Sum,Funding Type
venture C,6000000.0,1998,Sum,Funding Type
venture D,25000000.0,1998,Sum,Funding Type
angel,8175000.0,1999,Sum,Funding Type
debt_financing,230600000.0,1999,Sum,Funding Type
grant,0.0,1999,Sum,Funding Type
post_ipo_equity,72000000.0,1999,Sum,Funding Type
private_equity,435000000.0,1999,Sum,Funding Type
seed,21768521.0,1999,Sum,Funding Type
undisclosed,563320944.0,1999,Sum,Funding Type
venture,1155585351.0,1999,Sum,Funding Type
venture A,343524408.0,1999,Sum,Funding Type
venture B,569269069.0,1999,Sum,Funding Type
venture C,341020000.0,1999,Sum,Funding Type
venture D,156900000.0,1999,Sum,Funding Type
venture E,40000000.0,1999,Sum,Funding Type
angel,5476333.0,2000,Sum,Funding Type
debt_financing,76000000.0,2000,Sum,Funding Type
post_ipo_equity,10800424570.0,2000,Sum,Funding Type
private_equity,62500000.0,2000,Sum,Funding Type
secondary_market,2323.0,2000,Sum,Funding Type
seed,81363201.0,2000,Sum,Funding Type
undisclosed,470986283.0,2000,Sum,Funding Type
venture,3361373172.0,2000,Sum,Funding Type
venture A,848451201.0,2000,Sum,Funding Type
venture B,1817873834.0,2000,Sum,Funding Type
venture C,911778509.0,2000,Sum,Funding Type
venture D,321780000.0,2000,Sum,Funding Type
venture E,20000000.0,2000,Sum,Funding Type
angel,1234300.0,2001,Sum,Funding Type
convertible_note,1100000.0,2001,Sum,Funding Type
debt_financing,26250000.0,2001,Sum,Funding Type
grant,100000.0,2001,Sum,Funding Type
private_equity,143500000.0,2001,Sum,Funding Type
seed,10579253.0,2001,Sum,Funding Type
undisclosed,5887686141.0,2001,Sum,Funding Type
venture,3122145506.0,2001,Sum,Funding Type
venture A,809569129.0,2001,Sum,Funding Type
venture B,2029007690.0,2001,Sum,Funding Type
venture C,1295874001.0,2001,Sum,Funding Type
venture D,545600000.0,2001,Sum,Funding Type
venture E,112400000.0,2001,Sum,Funding Type
venture F,29000000.0,2001,Sum,Funding Type
angel,2650000.0,2002,Sum,Funding Type
debt_financing,631326957.0,2002,Sum,Funding Type
grant,293114.0,2002,Sum,Funding Type
post_ipo_equity,300000.0,2002,Sum,Funding Type
private_equity,239800000.0,2002,Sum,Funding Type
seed,21551724.0,2002,Sum,Funding Type
undisclosed,253144174.0,2002,Sum,Funding Type
venture,2382422000.0,2002,Sum,Funding Type
venture A,564826445.0,2002,Sum,Funding Type
venture B,1518098691.0,2002,Sum,Funding Type
venture C,1061783888.0,2002,Sum,Funding Type
venture D,516450000.0,2002,Sum,Funding Type
venture E,113000000.0,2002,Sum,Funding Type
venture F,1160000.0,2002,Sum,Funding Type
angel,11853439.0,2003,Sum,Funding Type
convertible_note,117030000.0,2003,Sum,Funding Type
debt_financing,77680000.0,2003,Sum,Funding Type
grant,75600717.0,2003,Sum,Funding Type
post_ipo_equity,40000000.0,2003,Sum,Funding Type
private_equity,155550000.0,2003,Sum,Funding Type
seed,55761184.0,2003,Sum,Funding Type
undisclosed,23741546.0,2003,Sum,Funding Type
venture,4108859865.0,2003,Sum,Funding Type
venture A,1095640373.0,2003,Sum,Funding Type
venture B,6592738829.0,2003,Sum,Funding Type
venture C,1568754597.0,2003,Sum,Funding Type
venture D,732145908.0,2003,Sum,Funding Type
venture E,310310996.0,2003,Sum,Funding Type
venture F,63000000.0,2003,Sum,Funding Type
venture G,24750000.0,2003,Sum,Funding Type
venture H,14500000.0,2003,Sum,Funding Type
angel,18713741.0,2004,Sum,Funding Type
convertible_note,1500000.0,2004,Sum,Funding Type
debt_financing,37205835.0,2004,Sum,Funding Type
grant,9423600.0,2004,Sum,Funding Type
private_equity,1131959302.0,2004,Sum,Funding Type
secondary_market,25200000.0,2004,Sum,Funding Type
seed,34248565.0,2004,Sum,Funding Type
undisclosed,208539941.0,2004,Sum,Funding Type
venture,4077818139.0,2004,Sum,Funding Type
venture A,1347440158.0,2004,Sum,Funding Type
venture B,2693125720.0,2004,Sum,Funding Type
venture C,1926334494.0,2004,Sum,Funding Type
venture D,1089319109.0,2004,Sum,Funding Type
venture E,363230000.0,2004,Sum,Funding Type
venture F,53000000.0,2004,Sum,Funding Type
venture G,10000000.0,2004,Sum,Funding Type
angel,36373890.0,2005,Sum,Funding Type
convertible_note,4000000.0,2005,Sum,Funding Type
debt_financing,21164466.0,2005,Sum,Funding Type
grant,5721481.0,2005,Sum,Funding Type
non_equity_assistance,0.0,2005,Sum,Funding Type
post_ipo_equity,2250000.0,2005,Sum,Funding Type
private_equity,2246400000.0,2005,Sum,Funding Type
seed,89489708.0,2005,Sum,Funding Type
undisclosed,10853683.0,2005,Sum,Funding Type
venture,3800403731.0,2005,Sum,Funding Type
venture A,3370142171.0,2005,Sum,Funding Type
venture B,2989789948.0,2005,Sum,Funding Type
venture C,2532046637.0,2005,Sum,Funding Type
venture D,932163635.0,2005,Sum,Funding Type
venture E,1169920000.0,2005,Sum,Funding Type
venture F,255500000.0,2005,Sum,Funding Type
angel,92511465.0,2006,Sum,Funding Type
convertible_note,5617730.0,2006,Sum,Funding Type
debt_financing,1789462772.0,2006,Sum,Funding Type
equity_crowdfunding,0.0,2006,Sum,Funding Type
grant,17000000.0,2006,Sum,Funding Type
post_ipo_equity,1968265.0,2006,Sum,Funding Type
private_equity,2084811959.0,2006,Sum,Funding Type
secondary_market,0.0,2006,Sum,Funding Type
seed,220649429.0,2006,Sum,Funding Type
undisclosed,58636939.0,2006,Sum,Funding Type
venture,21977462253.0,2006,Sum,Funding Type
venture A,3379144643.0,2006,Sum,Funding Type
venture B,4656977166.0,2006,Sum,Funding Type
venture C,3218275335.0,2006,Sum,Funding Type
venture D,1209905663.0,2006,Sum,Funding Type
venture E,391890000.0,2006,Sum,Funding Type
venture F,161795270.0,2006,Sum,Funding Type
venture G,9638297.0,2006,Sum,Funding Type
angel,202549868.0,2007,Sum,Funding Type
convertible_note,47280000.0,2007,Sum,Funding Type
debt_financing,985124722.0,2007,Sum,Funding Type
equity_crowdfunding,0.0,2007,Sum,Funding Type
grant,42859883.0,2007,Sum,Funding Type
non_equity_assistance,0.0,2007,Sum,Funding Type
post_ipo_equity,20424954.0,2007,Sum,Funding Type
private_equity,3656888875.0,2007,Sum,Funding Type
seed,225782652.0,2007,Sum,Funding Type
undisclosed,69078105.0,2007,Sum,Funding Type
venture,5957583098.0,2007,Sum,Funding Type
venture A,6313726566.0,2007,Sum,Funding Type
venture B,7734203504.0,2007,Sum,Funding Type
venture C,5278306379.0,2007,Sum,Funding Type
venture D,2723890029.0,2007,Sum,Funding Type
venture E,1475186783.0,2007,Sum,Funding Type
venture F,370550000.0,2007,Sum,Funding Type
venture G,43660000.0,2007,Sum,Funding Type
venture H,40000000.0,2007,Sum,Funding Type
angel,242030166.0,2008,Sum,Funding Type
convertible_note,6000000.0,2008,Sum,Funding Type
debt_financing,821844801.0,2008,Sum,Funding Type
equity_crowdfunding,0.0,2008,Sum,Funding Type
grant,11171324.0,2008,Sum,Funding Type
non_equity_assistance,0.0,2008,Sum,Funding Type
post_ipo_equity,3323200000.0,2008,Sum,Funding Type
private_equity,4501933418.0,2008,Sum,Funding Type
product_crowdfunding,3000000.0,2008,Sum,Funding Type
seed,243063986.0,2008,Sum,Funding Type
undisclosed,251091912.0,2008,Sum,Funding Type
venture,5508749127.0,2008,Sum,Funding Type
venture A,5154230720.0,2008,Sum,Funding Type
venture B,6780259546.0,2008,Sum,Funding Type
venture C,5199659677.0,2008,Sum,Funding Type
venture D,2635240990.0,2008,Sum,Funding Type
venture E,1657690000.0,2008,Sum,Funding Type
venture F,263019870.0,2008,Sum,Funding Type
venture G,63000000.0,2008,Sum,Funding Type
angel,156308858.0,2009,Sum,Funding Type
convertible_note,54182181.0,2009,Sum,Funding Type
debt_financing,5413192092.0,2009,Sum,Funding Type
equity_crowdfunding,933057.0,2009,Sum,Funding Type
grant,788594625.0,2009,Sum,Funding Type
post_ipo_debt,2095750000.0,2009,Sum,Funding Type
post_ipo_equity,2164595300.0,2009,Sum,Funding Type
private_equity,4406768175.0,2009,Sum,Funding Type
secondary_market,19300000.0,2009,Sum,Funding Type
seed,443337048.0,2009,Sum,Funding Type
undisclosed,118012737.0,2009,Sum,Funding Type
venture,11457742657.0,2009,Sum,Funding Type
venture A,2897953162.0,2009,Sum,Funding Type
venture B,3984192355.0,2009,Sum,Funding Type
venture C,2770653963.0,2009,Sum,Funding Type
venture D,2371758346.0,2009,Sum,Funding Type
venture E,934873214.0,2009,Sum,Funding Type
venture F,763400000.0,2009,Sum,Funding Type
venture G,2008940.0,2009,Sum,Funding Type
angel,352622906.0,2010,Sum,Funding Type
convertible_note,90667212.0,2010,Sum,Funding Type
debt_financing,7290212293.0,2010,Sum,Funding Type
equity_crowdfunding,475000.0,2010,Sum,Funding Type
grant,1158714385.0,2010,Sum,Funding Type
non_equity_assistance,17880800.0,2010,Sum,Funding Type
post_ipo_debt,300000000.0,2010,Sum,Funding Type
post_ipo_equity,519231695.0,2010,Sum,Funding Type
private_equity,6053953841.0,2010,Sum,Funding Type
product_crowdfunding,10264005.0,2010,Sum,Funding Type
secondary_market,741311554.0,2010,Sum,Funding Type
seed,471786075.0,2010,Sum,Funding Type
undisclosed,947890469.0,2010,Sum,Funding Type
venture,13198218866.0,2010,Sum,Funding Type
venture A,4429985471.0,2010,Sum,Funding Type
venture B,5181375235.0,2010,Sum,Funding Type
venture C,4646945701.0,2010,Sum,Funding Type
venture D,2407214317.0,2010,Sum,Funding Type
venture E,838675311.0,2010,Sum,Funding Type
venture F,424059510.0,2010,Sum,Funding Type
venture G,37544355.0,2010,Sum,Funding Type
angel,397691931.0,2011,Sum,Funding Type
convertible_note,93179823.0,2011,Sum,Funding Type
debt_financing,3517154115.0,2011,Sum,Funding Type
equity_crowdfunding,1422024.0,2011,Sum,Funding Type
grant,285159166.0,2011,Sum,Funding Type
non_equity_assistance,0.0,2011,Sum,Funding Type
post_ipo_debt,1500000.0,2011,Sum,Funding Type
post_ipo_equity,644335189.0,2011,Sum,Funding Type
private_equity,11466425977.0,2011,Sum,Funding Type
product_crowdfunding,18743796.0,2011,Sum,Funding Type
secondary_market,412500000.0,2011,Sum,Funding Type
seed,1001963835.0,2011,Sum,Funding Type
undisclosed,712182542.0,2011,Sum,Funding Type
venture,12632361564.0,2011,Sum,Funding Type
venture A,5908873819.0,2011,Sum,Funding Type
venture B,6589403569.0,2011,Sum,Funding Type
venture C,5535011447.0,2011,Sum,Funding Type
venture D,3886157208.0,2011,Sum,Funding Type
venture E,1837015724.0,2011,Sum,Funding Type
venture F,933096950.0,2011,Sum,Funding Type
venture G,408700000.0,2011,Sum,Funding Type
angel,451191504.0,2012,Sum,Funding Type
convertible_note,137080371.0,2012,Sum,Funding Type
debt_financing,7089140080.0,2012,Sum,Funding Type
equity_crowdfunding,6674432.0,2012,Sum,Funding Type
grant,166921458.0,2012,Sum,Funding Type
non_equity_assistance,0.0,2012,Sum,Funding Type
post_ipo_debt,30000000.0,2012,Sum,Funding Type
post_ipo_equity,2008033542.0,2012,Sum,Funding Type
private_equity,13100046187.0,2012,Sum,Funding Type
product_crowdfunding,75919571.0,2012,Sum,Funding Type
secondary_market,85210000.0,2012,Sum,Funding Type
seed,1680449694.0,2012,Sum,Funding Type
undisclosed,736658465.0,2012,Sum,Funding Type
venture,9859827082.0,2012,Sum,Funding Type
venture A,5641600358.0,2012,Sum,Funding Type
venture B,5519964990.0,2012,Sum,Funding Type
venture C,5214974806.0,2012,Sum,Funding Type
venture D,3735990872.0,2012,Sum,Funding Type
venture E,1394428685.0,2012,Sum,Funding Type
venture F,290207853.0,2012,Sum,Funding Type
venture G,218408541.0,2012,Sum,Funding Type
angel,381908755.0,2013,Sum,Funding Type
